category,path,name,size
Water Resources,51statewise-distribution-surface-lift-schemes-according-horsepower,Statewise Distribution of surface lift schemes according to horsepower for 2nd census of minor irrigation schemes (1993-94),0.001 MB
Water Resources,51villagewise-distribution-surface-lift-schemes-according-construction-over-years,Villagewise Distribution of surface lift schemes according to construction over the years for 2nd census of Minor Irrigation Schemes (1993-94),2.93 MB
Water Resources,51villagewise-distribution-surface-lift-schemes-according-horsepower,Villagewise Distribution of surface lift schemes according to horsepower for 2nd census of Minor Irrigation Schemes (1993-94),2.83 MB
Water Resources,52blockwise-distribution-surface-lift-schemes-according-owner-ship,Blockwise Distribution of surface lift schemes according to ownership for 2nd census of minor irrigation schemes (1993-94),0.13 MB
Water Resources,52districtwise-distribution-surface-lift-schemes-according-owner-ship,Districtwise Distribution of surface lift schemes according to ownership for 2nd census of minor irrigation schemes (1993-94),0.014 MB
Water Resources,52statewise-distribution-surface-lift-schemes-according-owner-ship,Statewise Distribution of surface lift schemes according to ownership for 2nd census of minor irrigation schemes (1993-94),0.001 MB
Water Resources,52villagewise-distribution-surface-lift-schemes-according-owner-ship,Villagewise Distribution of surface lift schemes according to ownership for 2nd census of Minor Irrigation Schemes (1993-94),2.73 MB
Water Resources,53blockwise-distribution-surface-lift-schemes-according-holding-size,Blockwise Distribution of surface lift schemes according to the holding size for 2nd census of minor irrigation schemes (1993-94),0.12 MB
Water Resources,53districtwise-distribution-surface-lift-schemes-according-holding-size,Districtwise Distribution of surface lift schemes according to the holding size for 2nd census of minor irrigation schemes (1993-94),0.013 MB
Water Resources,53statewise-distribution-surface-lift-schemes-according-holding-size,Statewise Distribution of surface lift schemes according to the holding size for 2nd census of minor irrigation schemes (1993-94),0.001 MB
Water Resources,53villagewise-distribution-surface-lift-schemes-according-holding-size,Villagewise Distribution of surface lift schemes according to the farmers holding size for 2nd census of Minor Irrigation Schemes (1993-94),2.53 MB
Water Resources,54blockwise-distribution-surface-lift-schemes-according-social-status,Blockwise Distribution of surface lift schemes according to social status for 2nd census of minor irrigation schemes (1993-94),0.113 MB
Water Resources,54districtwise-distribution-surface-lift-schemes-according-social-status,Districtwise Distribution of surface lift schemes according to social status for 2nd census of minor irrigation schemes (1993-94),0.014 MB
Water Resources,54statewise-distribution-surface-lift-schemes-according-social-status,Statewise Distribution of surface lift schemes according to social status for 2nd census of minor irrigation schemes (1993-94),0.001 MB
Water Resources,54villagewise-distribution-surface-lift-schemes-according-social-status,Villagewise Distribution of surface lift schemes according to social status for 2nd census of Minor Irrigation Schemes (1993-94),2.64 MB
Water Resources,55blockwise-distribution-surface-lift-schemes-its-type,Blockwise Distribution of surface lift schemes by its type for 2nd census of minor irrigation schemes (1993-94),0.121 MB
Water Resources,55districtwise-distribution-surface-lift-schemes-its-type,Districtwise Distribution of surface lift schemes by its type for 2nd census of minor irrigation schemes (1993-94),0.013 MB
Water Resources,55statewise-distribution-surface-lift-schemes-its-type,Statewise Distribution of surface lift schemes by its type for 2nd census of minor irrigation schemes (1993-94),0.001 MB
Water Resources,55villagewise-distribution-surface-lift-schemes-its-type,Villagewise Distribution of surface lift schemes by its type for 2nd census of Minor Irrigation Schemes (1993-94),2.53 MB
Water Resources,56blockwise-distribution-surface-lift-schemes-its-status,Blockwise Distribution of surface lift schemes by its status for 2nd census of minor irrigation schemes (1993-94),0.135 MB
Water Resources,56districtwise-distribution-surface-lift-schemes-its-status,Districtwise Distribution of surface lift schemes by its status for 2nd census of minor irrigation schemes (1993-94),0.015 MB
Water Resources,56statewise-distribution-surface-lift-schemes-its-status,Statewise Distribution of surface lift schemes by its status for 2nd census of minor irrigation schemes (1993-94),0.001 MB
Water Resources,56villagewise-distribution-surface-lift-schemes-its-status,Villagewise Distribution of surface lift schemes by its status for 2nd census of Minor Irrigation Schemes (1993-94),2.83 MB
Water Resources,57blockwise-distribution-surface-lift-schemes-according-finance-sources,Blockwise Distribution of surface lift schemes according to finance sources for 2nd census of minor irrigation schemes (1993-94),0.13 MB
Water Resources,57districtwise-distribution-surface-lift-schemes-according-finance-sources,Districtwise Distribution of surface lift schemes according to finance sources for 2nd census of minor irrigation schemes (1993-94),0.015 MB
Water Resources,57statewise-distribution-surface-lift-schemes-according-finance-sources,Statewise Distribution of surface lift schemes according to finance sources for 2nd census of minor irrigation schemes (1993-94),0.001 MB
Water Resources,57villagewise-distribution-surface-lift-schemes-according-finance-sources,Villagewise Distribution of surface lift schemes according to sources of finance for 2nd census of Minor Irrigation Schemes (1993-94),2.73 MB
Water Resources,58blockwise-surface-lift-schemes-according-water-distribution-system,Blockwise surface lift Schemes according to water distribution system for 2nd census of minor irrigation schemes (1993-94),0.125 MB
Water Resources,58districtwise-surface-lift-schemes-according-water-distribution-system,Districtwise surface lift Schemes according to water distribution system for 2nd census of minor irrigation schemes (1993-94),0.014 MB
Water Resources,58statewise-surface-lift-schemes-according-water-distribution-system,Statewise surface lift Schemes according to water distribution system for 2nd census of minor irrigation schemes (1993-94),0.001 MB
Water Resources,58villagewise-surface-lift-schemes-according-water-distribution-system,Villagewise surface lift Schemes according to water distribution system for 2nd census of Minor Irrigation Schemes (1993-94),2.63 MB
Water Resources,59blockwise-distribution-surface-lift-schemes-according-lifting-device,Blockwise Distribution of surface lift schemes according to lifting device for 2nd census of minor irrigation schemes (1993-94),0.125 MB
Water Resources,59districtwise-distribution-surface-lift-schemes-according-lifting-device,Districtwise Distribution of surface lift schemes according to lifting device for 2nd census of minor irrigation schemes (1993-94),0.014 MB
Water Resources,59statewise-distribution-surface-lift-schemes-according-lifting-device,Statewise Distribution of surface lift schemes according to lifting device for 2nd census of minor irrigation schemes (1993-94),0.001 MB
Water Resources,59villagewise-distribution-surface-lift-schemes-according-lifting-device,Villagewise Distribution of surface lift schemes according to lifting device for 2nd census of Minor Irrigation Schemes (1993-94),2.63 MB
Films,60th-national-film-awards-2012,60th National Film Awards 2012,0.059 MB
Not Available,aadhaar-generated-gender-age,Aadhaar Generated by Gender Age,0 MB
Not Available,aadhaar-generated-registrar-enrollment-agency-ea,Aadhaar Generated by Registrar Enrollment Agency (EA),0 MB
Not Available,aadhaar-public-data-catalog,Aadhaar Generated by State District,0.01 MB
Sanitation,access-household-amenities-worst-performing-states-terms-toilet-facilities-rural-india-2011-,Access To Household Amenities In Worst Performing States In Terms Of Toilet Facilities,0.019 MB
Power and Energy,accretion-coal-reserves-power-sector,Accretion of Coal Reserves - Power Sector,0.019 MB
Highways,achievement-national-highways,Achievement On National Highways,0.017 MB
Health and Family Welfare,achievements-family-welfare-programme,Achievements of Family Welfare Programme,0.027 MB
Health and Family Welfare,achievements-immunization-programme,Achievements of Immunization Programme,0.03 MB
Roads,achievements-national-highways-development-projects,Achievements of National Highways Development Projects From 2007-08 To 2011-12,0.023 MB
Electronics and IT Production,actual-2011-12-budget-estimate-2012-13-revised-estimate-2012-13,Actual Estimated Budget from year 2011 to 2012,0.037 MB
Health and Family Welfare,adminstrative-structure-and-rural-health-infrastructure,Adminstrative Structure And Rural Health Infrastructure,0.019 MB
Health,adolescent-girls-following-advices-regarding-health-and-hygiene-care-discussed-during-nhe,Adolescent Girls Following Advices Regarding Health and Hygiene Care Discussed During NHE,0.026 MB
Live Stock and Fisheries,adult-male-cattle-and-buffalo-their-use,Adult Male Cattle And Buffalo With Their Use,0.027 MB
DRDO Product,advanced-demolition-devices-product-drdo,Advanced Demolition Device Products of DRDO,0.02 MB
Economic Survey 2012-13 - Monetary Trends,advances-agriculture-and-other-priority-sectors-public-sector-banks,Advances to Agriculture and other Priority Sectors by Public Sector Banks,0.03 MB
Extramural Research and Development Projects,agency-wise-support-extramural-research-and-development-projects-approved-during-2000-01,Agency-wise Extramural Research And Development Projects Approved During 2000-01,0.001 MB
Extramural Research and Development Projects,agency-wise-support-extramural-research-and-development-projects-approved-during-2001-02,Agency-wise Extramural Research And Development Projects Approved During 2001-02,0.001 MB
Extramural Research and Development Projects,agency-wise-support-extramural-research-and-development-projects-approved-during-2002-03,Agency-wise Extramural Research And Development Projects Approved During 2002-03,0.001 MB
Extramural Research and Development Projects,agency-wise-support-extramural-research-and-development-projects-approved-during-2003-04,Agency-wise Extramural Research And Development Projects Approved During 2003-04,0.001 MB
Extramural Research and Development Projects,agency-wise-support-extramural-research-and-development-projects-approved-during-2004-05,Agency-wise Extramural Research And Development Projects Approved During 2004-05,0.001 MB
